번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수,Unnamed: 47
686,산후조리업,01_01_04_P,3530000,PHMB120123530019042100002,2012-10-09,,1,영업/정상,13,영업중,,,,,441-5599,,,인천광역시 남동구 논현동 746번지 4호 에코타워 10층,"인천광역시 남동구 논고개로 77 (논현동, 에코타워)",21679,Y 산후조리원,2024-01-09 15:05:06,U,2024-01-11 02:40:00,,175691.221680537,432960.613122686,17,17,509.43,33.75,8.1,16.45,12.0,0.0,0.0,10.5,3.0,3.0,0.0,3.0,1.0,0.0,10.0,10.0,0.0,
687,산후조리업,01_01_04_P,3530000,PHMB120123530019042100003,2012-12-21,,1,영업/정상,13,영업중,,,,,,,,인천광역시 남동구 논현동 746-6 가산타워,"인천광역시 남동구 논고개로 71, 가산타워 5-6층 (논현동)",21679,리앤아이산후조리원,2022-06-07 17:12:03,U,2022-06-09 02:40:00,,175741.564805155,432916.160822863,18,18,644.12,75.66,20.37,82.18,0.0,0.0,0.0,17.68,3.0,7.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,
688,산후조리업,01_01_04_P,3510500,PHMB120063510021042100002,2006-12-08,,1,영업/정상,13,영업중,,,,,426-3005,,,"인천광역시 미추홀구 주안동 0 포레나 미추홀 아인여성병원 3~5층, 13층 일부","인천광역시 미추홀구 경인로 372 (주안동, 포레나 미추홀)",22148,의료법인아인의료재단 아인산후조리원,2024-09-20 10:11:28,U,2024-09-22 02:40:00,,,,105,105,3596.82,523.22,539.04,536.73,107.18,38.52,37.48,43.09,10.0,63.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,
689,산후조리업,01_01_04_P,3510500,PHMB120083510021042100001,2008-10-24,,1,영업/정상,13,영업중,,,,,032-341-3535,,,인천광역시 미추홀구 주안동 1468번지 5호 제일여성병원,"인천광역시 미추홀구 인주대로 400, W(더블유)여성병원 6,8~11층 (주안동)",22227,W(더블유)산후조리원,2020-05-11 15:42:19,U,2020-05-13 02:40:00,,171690.387974304,438809.96779308,38,38,727.01,118.87,27.41,29.67,25.57,,113.19,29.14,5.0,13.0,,3.0,2.0,,0.0,,,
690,산후조리업,01_01_04_P,3510500,PHMB120113510021042100001,2011-01-31,,1,영업/정상,13,영업중,,,,,,,402-012,인천광역시 미추홀구 숭의동 301-7번지,"인천광역시 미추홀구 독배로 463, 고은여성병원 1동 7,8층 (숭의동)",22173,고은산후조리원,2024-12-27 17:08:08,U,2024-12-29 02:40:00,,168710.423414293,439826.602521271,19,19,285.31,34.0,8.4,17.28,0.0,25.7,44.81,95.62,2.0,7.0,1.0,2.0,2.0,1.0,9.0,8.0,1.0,
691,산후조리업,01_01_04_P,3540000,PHMB120063540021042100001,2006-12-08,,1,영업/정상,13,영업중,,,,,032)507-7200,,,인천광역시 부평구 산곡동 100번지 80호,"인천광역시 부평구 마장로 320 (산곡동, 한화프라자)",21362,새봄산후조리원,2024-12-11 16:45:51,U,2024-12-13 02:40:00,,173737.083522871,444989.638205687,36,36,569.19,114.32,24.03,0.0,18.32,0.0,0.0,0.0,4.0,20.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,
692,산후조리업,01_01_04_P,3540000,PHMB120163540021042100001,2016-06-16,,1,영업/정상,13,영업중,,,,,032)330-7502,,,인천광역시 부평구 부평동 202번지 7호,"인천광역시 부평구 부평대로 66, 4-5층 (부평동)",21390,성모산후조리원,2024-12-11 16:44:52,U,2024-12-13 02:40:00,,175422.60444103,443937.730144156,17,17,332.97,37.05,15.9,61.74,4.19,0.0,4.96,16.99,3.0,3.0,0.0,1.0,1.0,1.0,6.0,5.0,1.0,
693,산후조리업,01_01_04_P,3560000,PHMB120153560021042100003,2015-05-12,,1,영업/정상,13,영업중,,,,,032-577-9990,,404-826,석남동 518번지 18호 성한캐슬 901호,"인천광역시 서구 길주로 79, 성한캐슬 901호 (석남동)",22789,뉴마더맘 산후조리원,2015-05-12 13:56:33,I,2018-08-31 23:59:59,,170845.063650774,444993.837816561,19,19,414.15,39.83,4.5,30.36,6.0,8.19,14.84,11.52,2.0,3.0,,2.0,1.0,1.0,0.0,,,
694,산후조리업,01_01_04_P,3560000,PHMB120153560021042100002,2015-04-01,,1,영업/정상,13,영업중,,,,,032-574-3661,,,인천광역시 서구 가좌동 88-4 그린산부인과,"인천광역시 서구 건지로 371, 그린산부인과 5~6층 (가좌동)",22806,그린산후조리원,2024-04-12 15:53:49,U,2024-04-14 02:40:00,,171910.475521012,443907.87908496,14,14,168.97,25.0,6.4,0.0,0.0,0.0,0.0,7.9,3.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,
695,산후조리업,01_01_04_P,3560000,PHMB120063560021042100001,2006-12-07,,1,영업/정상,13,영업중,,,,,032-571-5667,,,인천광역시 서구 가정동 516-9 마리아산부인과,"인천광역시 서구 가정로 358, 마리아산부인과 6층 (가정동)",22783,마리아산후조리원,2023-03-15 11:46:27,U,2023-03-18 02:40:00,,171034.892344288,446104.36828003,12,12,84.78,18.03,0.0,0.0,4.16,4.42,5.94,11.73,2.0,5.0,0.0,0.0,1.0,0.0,6.0,6.0,2.0,
696,산후조리업,01_01_04_P,3560000,PHMB120173560021042100001,2017-07-12,,1,영업/정상,13,영업중,,,,,032-584-3535,,,,"인천광역시 서구 크리스탈로 84 (경서동, 레이크가든 4층)",22760,크리스탈산후조리원,2017-07-12 11:45:59,I,2018-08-31 23:59:59,,167840.205506147,447868.851220032,22,22,381.7,41.6,11.41,31.48,7.63,,,19.34,2.0,3.0,,2.0,,,0.0,,,
697,산후조리업,01_01_04_P,3560000,PHMB120143560021042100001,2024-05-09,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 당하동 1082번지 1호,"인천광역시 서구 청마로51번안길 22, 3,4층 (당하동)",22675,탑산후조리원,2024-05-09 10:14:34,U,2024-05-11 02:40:00,,170993.886402287,454465.905908203,16,16,247.96,34.64,0.0,48.88,6.75,0.0,0.0,31.44,3.0,3.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,
698,산후조리업,01_01_04_P,3560000,PHMB120153560021042100001,2015-02-17,,1,영업/정상,13,영업중,,,,,716-6006,,,"인천광역시 서구 연희동 799번지 3호 6,7,8층",인천광역시 서구 중봉대로 602 (연희동),22736,청라산후조리원,2016-09-29 15:41:27,I,2018-08-31 23:59:59,,169020.874732538,447968.743127769,49,49,1007.0,125.0,53.0,,30.0,,,28.0,7.0,39.0,,,6.0,,3.0,3.0,,
699,산후조리업,01_01_04_P,4920000,PHMB120184920011042100001,2018-05-18,,1,영업/정상,13,영업중,,,,,061-430-1010,,,전라남도 강진군 강진읍 서성리 305번지 26호,전라남도 강진군 강진읍 탐진로 5,59227,전남공공산후조리원 전라남도 지정2호점,2019-03-06 09:14:08,U,2019-03-08 02:40:00,,177715.518661109,126581.023279676,10,14,214.56,32.4,16.4,53.6,,8.78,8.45,16.49,4.0,3.0,,1.0,1.0,1.0,0.0,,,
700,산후조리업,01_01_04_P,4800000,PHMB120074800026042100001,2007-04-03,,1,영업/정상,13,영업중,,,,,061-260-8888,,,전라남도 목포시 옥암동 977번지 4호 미즈아이병원,"전라남도 목포시 백년대로 418, 미즈아이병원 (옥암동)",58684,미즈아이산후조리원,2019-02-13 11:43:06,U,2019-02-15 02:40:00,,147978.8946787,145731.561982378,16,16,288.0,36.0,18.0,,,32.0,32.0,16.0,6.0,4.0,,,,4.0,9.0,8.0,,
701,산후조리업,01_01_04_P,4800000,PHMB120074800026042100002,2007-03-30,,1,영업/정상,13,영업중,,,,,284-8855,,530-390,전라남도 목포시 상동 847번지 3호,전라남도 목포시 백년대로 335 (상동),,한사랑산후조리원,2019-02-13 11:27:58,U,2019-02-15 02:40:00,,147162.882931362,145406.067346462,16,16,341.2,27.6,15.4,25.7,14.5,2.5,40.9,40.0,5.0,4.0,,,,3.0,7.0,2.0,,
702,산후조리업,01_01_04_P,4820000,PHMB120064820026042100001,2006-12-13,,1,영업/정상,13,영업중,,,,,061-720-1111,,540-320,전라남도 순천시 조례동 1596번지 1호 현대병원 산후조리원,"전라남도 순천시 장선배기1길 8 (조례동,현대병원 산후조리원)",,현대병원 산후조리원,2023-12-28 09:52:20,U,2023-12-30 02:40:00,,247660.825981588,161741.489529417,17,17,996.34,57.6,18.6,0.0,0.0,0.0,18.0,46.8,7.0,18.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,
703,산후조리업,01_01_04_P,4820000,PHMB120064820026042100002,2006-12-13,,1,영업/정상,13,영업중,,,,,720-8000,,540-320,전라남도 순천시 조례동 571번지 1호,전라남도 순천시 조례1길 10-26 (조례동),,미즈산후조리원,2016-05-04 15:28:48,I,2018-08-31 23:59:59,,247609.401776899,162472.636652326,43,43,1071.76,93.51,45.15,,26.33,19.15,,,7.0,18.0,2.0,2.0,,,6.0,4.0,2.0,
704,산후조리업,01_01_04_P,4930000,PHMB120154930013042100001,2015-09-08,,1,영업/정상,13,영업중,,,,,061-530-0263,,,,전라남도 해남군 해남읍 해남로 45 (해남종합병원),59024,전라남도 공공산후조리원,2017-12-11 15:35:22,I,2018-08-31 23:59:59,,164379.742601448,119340.746312894,10,10,178.2,36.0,12.9,,,,,36.0,4.0,4.0,1.0,1.0,1.0,,0.0,,,
705,산후조리업,01_01_04_P,4840000,PHMB120124840022042100001,2012-08-31,,1,영업/정상,13,영업중,,,,,061-791-7070,,545-010,전라남도 광양시 중동 1295번지 11호 외1필지,"전라남도 광양시 중마중앙로 142, 1-5층 (중동)",57786,미래여성산후조리원,2022-04-25 16:27:54,U,2022-04-27 02:40:00,,263723.436276439,160677.768352896,19,19,354.33,38.79,16.14,39.68,14.36,17.2,100.0,4.62,4.0,8.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,
706,산후조리업,01_01_04_P,3940000,PHMB120203940139042100001,2020-02-10,,1,영업/정상,13,영업중,,,,,031-782-8998,,,경기도 고양시 일산동구 장항동 889번지,"경기도 고양시 일산동구 중앙로 1205, 차병원(11~13층) (장항동)",10414,마티네 차움 산후조리원,2023-11-13 13:49:36,U,2023-11-15 02:40:00,,180159.813474529,461339.112684055,51,51,1060.74,250.08,0.0,224.12,23.77,0.0,373.27,23.77,18.0,41.0,1.0,9.0,4.0,38.0,19.0,13.0,6.0,
707,산후조리업,01_01_04_P,4641000,PHMB120064640131042100002,2006-12-08,,1,영업/정상,13,영업중,,2022-03-08,2022-05-20,,063-250-3400,,,,전북특별자치도 전주시 덕진구 기린대로 489 (덕진동1가),54893,한나산후조리원,2024-11-20 14:54:32,U,2024-11-22 02:40:00,,211163.697818534,260294.699538612,19,19,0.0,61.15,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
708,산후조리업,01_01_04_P,4641000,PHMB120144640131042100002,2014-04-14,,1,영업/정상,13,영업중,,2024-01-01,2024-02-29,,063-236-1052,,,전북특별자치도 전주시 완산구 효자동2가 1244-1,"전북특별자치도 전주시 완산구 홍산로 245, 7,8층 (효자동2가)",54966,마더힐산후조리원,2024-05-20 13:54:55,U,2024-05-22 02:40:00,,209461.312781735,257275.532934076,18,18,385.0,46.6,9.8,33.5,14.0,0.0,14.0,18.0,1.0,9.0,0.0,2.0,1.0,0.0,8.0,8.0,0.0,
709,산후조리업,01_01_04_P,4641000,PHMB120064640131042100003,2006-12-08,,1,영업/정상,13,영업중,,,,,063-244-3559,,,전북특별자치도 전주시 덕진구 인후동1가 815번지 5호,"전북특별자치도 전주시 덕진구 견훤로 215, 제1동 3,5,6층 (인후동1가)",55009,한별산후조리원,2024-11-20 14:43:44,U,2024-11-22 02:40:00,,214265.627037828,258967.21214346,22,25,582.86,57.4,19.66,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,356.0,356.0,0.0,
710,산후조리업,01_01_04_P,4820000,PHMB120224820026042100002,2022-01-18,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 덕암동 151 메가박스,"전라남도 순천시 충효로 15, 메가박스 3층 318호 (덕암동)",57964,마더힐산후조리원,2022-01-20 09:10:45,I,2022-01-22 00:22:40,,246595.81940639,160387.285370863,22,22,980.34,79.32,0.0,196.98,34.69,2.13,2.35,578.45,3.0,15.0,0.0,5.0,4.0,2.0,5.0,3.0,2.0,
711,산후조리업,01_01_04_P,4820000,PHMB120224820026042100001,2022-01-18,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 덕암동 151 메가박스,"전라남도 순천시 충효로 15, 메가박스 318호 (덕암동)",57964,마더힐산후조리원,2022-01-18 14:15:14,I,2022-01-20 00:22:40,,246595.81940639,160387.285370863,22,22,980.34,79.32,0.0,196.98,34.69,2.13,2.35,15.38,3.0,15.0,0.0,5.0,4.0,2.0,9.0,3.0,2.0,
712,산후조리업,01_01_04_P,3910000,PHMB120213910168042100001,2022-01-03,,1,영업/정상,13,영업중,,,,,1670-9793,,,,"경기도 평택시 평택5로34번길 6-1, 5~6층 (합정동)",17902,라헨느산후조리원,2022-03-16 16:20:45,U,2022-03-18 02:40:00,,209877.705358464,387499.786219951,24,24,399.42,67.92,0.0,0.0,0.0,0.0,90.42,8.45,4.0,6.0,0.0,1.0,0.0,0.0,9.0,7.0,2.0,
713,산후조리업,01_01_04_P,3740000,PHMB120233740032042100001,2023-04-24,,1,영업/정상,13,영업중,,,,,031-306-0270,,,경기도 수원시 권선구 금곡동 1109-1,"경기도 수원시 권선구 금곡로197번길 18-39, 5-6층 (금곡동)",16391,더헬리아 산후조리원,2023-04-24 17:27:09,I,2023-04-26 00:20:16,,195818.046423093,419267.047591023,17,17,369.18,62.27,0.0,30.24,12.57,0.0,93.84,19.29,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,
714,산후조리업,01_01_04_P,4351000,PHMB120244351026042100001,2024-05-24,,1,영업/정상,13,영업중,,,,,033-673-7977,,,강원특별자치도 양양군 양양읍 서문리 44-3 양양군 육아통합지원센터(산후조리원),"강원특별자치도 양양군 양양읍 서문2길 17, 양양군 육아통합지원센터(산후조리원)",25028,양양군 공공산후조리원,2024-05-24 12:34:02,I,2024-05-26 00:14:47,,341641.22336171,508811.578265113,7,7,152.36,82.31,7.6,108.09,21.61,0.0,134.85,29.7,5.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,
715,산후조리업,01_01_04_P,3610000,PHMB120093610019042100001,2009-07-01,,1,영업/정상,13,영업중,,,,,062-670-7700,,503-302,광주광역시 남구 백운동 633번지 8호 5층,광주광역시 남구 백양로 13 (백운동),61660,모아산후조리원,2021-11-24 11:43:25,U,2021-11-26 02:40:00,,191114.119167186,181652.949415684,24,24,14.4,72.0,37.8,286.81,17.28,0.0,0.0,28.8,7.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
716,산후조리업,01_01_04_P,3640000,PHMB120093640023042100001,2009-07-02,,1,영업/정상,13,영업중,,2020-10-12,2020-12-06,,042) 286-3535,,300-050,대전광역시 동구 가오동 606번지 9층,"대전광역시 동구 은어송로 63 (가오동,9층)",,가오플러스 산후조리원,2020-12-04 18:07:09,U,2020-12-06 02:40:00,,240885.998977997,311862.431075237,11,11,106.99,20.6,4.46,22.7,7.99,,27.5,7.98,2.0,5.0,,1.0,,1.0,1.0,1.0,0.0,
717,산후조리업,01_01_04_P,3640000,PHMB120133640023042100001,2013-08-28,,1,영업/정상,13,영업중,,,,,042-286-3575,,,대전광역시 동구 용전동 117-5,대전광역시 동구 동서대로1683번길 33-11 (용전동),34552,라온산후조리원,2021-02-02 17:08:04,U,2021-02-04 02:40:00,,239029.333735185,316673.390622987,25,25,,102.38,18.51,112.29,29.79,,,13.28,5.0,15.0,1.0,3.0,3.0,,5.0,4.0,1.0,
718,산후조리업,01_01_04_P,3270000,PHMB120083270022042100001,2008-09-25,,1,영업/정상,13,영업중,,,,,051)643-3700,,,,"부산광역시 동구 범일로 119 (범일동, 좋은문화병원)",48735,좋은문화 산후조리원,2017-01-11 15:46:54,I,2018-08-31 23:59:59,,387586.080807702,184357.091478796,43,43,504.56,67.37,32.0,162.0,0.0,0.0,96.9,25.2,6.0,7.0,0.0,2.0,,1.0,23.0,23.0,0.0,
719,산후조리업,01_01_04_P,3270000,PHMB120063270022042100001,2006-11-30,,1,영업/정상,13,영업중,,,,,051)630-0345,,601-724,부산광역시 동구 좌천1동 432번지 일신기독병원,부산광역시 동구 정공단로 34 (좌천동),48725,일신기독병원 산후조리원,2023-10-04 15:01:11,U,2023-10-07 02:40:00,,387197.297849381,183732.458602721,14,14,142.0,59.0,12.0,0.0,7.2,0.0,120.0,0.0,6.0,7.0,2.0,0.0,0.0,3.0,6.0,5.0,0.0,
720,산후조리업,01_01_04_P,3330000,PHMB120043330024042100001,2004-08-02,,1,영업/정상,13,영업중,,2019-01-18,2019-01-22,,,,612-011,부산광역시 해운대구 중1동 192번지 4호,부산광역시 해운대구 좌동로 66 (중동),,제일여성산후조리원,2019-01-23 11:29:36,U,2019-01-25 02:40:00,,397910.426150759,187888.709789319,17,17,,40.3,,,,,,,2.0,7.0,,,,6.0,,,,
721,산후조리업,01_01_04_P,3330000,PHMB120113330024042100001,2011-08-12,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 좌동 1473번지 2호 엘리움,"부산광역시 해운대구 해운대로 794, 엘리움 12층 (좌동)",48104,엘리움산후조리원,2019-01-28 17:56:47,U,2019-01-30 02:40:00,,398155.660814985,187681.573589165,20,20,459.31,93.0,68.8,0.0,48.7,21.5,15.1,12.4,5.0,9.0,1.0,3.0,6.0,1.0,0.0,,,
722,산후조리업,01_01_04_P,3320000,PHMB120063320045042100002,2006-06-01,,1,영업/정상,13,영업중,,2018-02-19,2018-03-31,,051)330-5620,,616-817,부산광역시 북구 덕천2동 349번지 3호 미래로병원 7~9층,"부산광역시 북구 금곡대로 15 (덕천동, 미래로병원 7~9층)",46544,미래로 산후조리원,2018-02-26 10:27:07,I,2018-08-31 23:59:59,,382442.065444228,192072.053400652,39,39,663.0,72.0,,,,,,,4.0,8.0,1.0,,,,10.0,789.0,,
723,산후조리업,01_01_04_P,3320000,PHMB120153320045042100001,2015-11-30,,1,영업/정상,13,영업중,,,,,051-797-7730,,,부산광역시 북구 화명동 1261번지 6호,부산광역시 북구 금곡대로 280-7 (화명동),46542,주식회사 미즈웰산후조리원,2023-10-16 17:38:10,U,2023-10-18 02:40:00,,383282.760863447,194533.080208061,26,26,545.11,60.84,15.3,79.85,42.0,3.23,16.08,42.0,4.0,11.0,1.0,1.0,1.0,0.0,8.0,7.0,1.0,
724,산후조리업,01_01_04_P,3260000,PHMB120113260022042100001,2011-11-11,,1,영업/정상,13,영업중,,,,,253-5555,,602-011,부산광역시 서구 충무동1가 9번지 17호,부산광역시 서구 구덕로 114 (충무동1가),,구세산후조리원,2021-02-05 11:20:10,U,2021-02-07 02:40:00,,384474.329343373,179390.96626638,9,9,132.61,23.73,16.12,0.0,10.12,0.0,6.6,0.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,
725,산후조리업,01_01_04_P,3340000,PHMB120073340025042100002,2007-10-04,,1,영업/정상,13,영업중,,,,,051-206-0999,,604-830,"부산광역시 사하구 당리동 336번지 10호 ,336번지 7호",부산광역시 사하구 낙동대로 363 (당리동),49398,주식회사 에디스산후조리원,2018-03-15 14:36:07,I,2018-08-31 23:59:59,,380272.27649707,179836.616780718,44,44,849.4,101.6,53.28,109.6,27.9,,33.4,13.94,3.0,4.0,1.0,3.0,1.0,,9.0,9.0,,
726,산후조리업,01_01_04_P,3340000,PHMB120093340025042100001,2009-03-09,,1,영업/정상,13,영업중,,,,,051-200-9900,,604-021,부산광역시 사하구 하단1동 596번지 14호,부산광역시 사하구 낙동남로 1388 (하단동),,미래아이 산후조리원,2021-01-14 16:28:49,U,2021-01-16 02:40:00,,,,29,29,462.31,54.0,,,,,,,5.0,14.0,,,,,12.0,10.0,2.0,
727,산후조리업,01_01_04_P,3350000,PHMB120133350024042100001,2013-12-16,,1,영업/정상,13,영업중,,,,,051-582-0070,,609-819,부산광역시 금정구 부곡3동 225번지 70호,부산광역시 금정구 중앙대로 1689 (부곡동),46277,순산후조리원 신관,2013-12-16 15:46:33,I,2018-08-31 23:59:59,,390315.349036627,194886.659389438,45,45,938.49,99.87,41.29,28.32,30.2,4.14,10.08,10.11,4.0,17.0,1.0,3.0,4.0,5.0,11.0,9.0,2.0,
728,산후조리업,01_01_04_P,5020000,PHMB120065020056042100001,2006-12-13,,1,영업/정상,13,영업중,,,,,255-5000,,,,"경상북도 포항시 북구 우창로 22, 7호 (우현동)",791-814,여성아이병원 산후조리원,2015-07-20 13:18:08,I,2018-08-31 23:59:59,,,,15,15,318.1,35.0,7.0,30.0,11.6,30.0,21.0,12.0,4.0,4.0,1.0,7.0,3.0,,6.0,4.0,2.0,
729,산후조리업,01_01_04_P,3220000,PHMB120183220033042100002,2018-08-17,,1,영업/정상,13,영업중,,,,,02)579-0303,,,서울특별시 강남구 자곡동 635번지 1~3층,"서울특별시 강남구 자곡로 110, 고수일레븐 1~3층 (자곡동)",06373,엘 산후조리원,2022-12-05 13:46:26,U,2022-12-07 02:40:00,,208396.743385115,441093.949862979,17,17,400.37,83.2,23.32,33.79,44.3,0.0,17.24,16.99,4.0,10.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,
730,산후조리업,01_01_04_P,5020000,PHMB120165020056042100001,2016-12-28,,1,영업/정상,13,영업중,,2018-04-26,2018-06-25,,054-248-0110,,,,경상북도 포항시 북구 법원로98번길 12 (장성동),37582,포항엘리시아산후조리원,2018-06-12 09:38:04,I,2018-08-31 23:59:59,,414910.339607886,289624.996560946,7,7,570.8,57.2,16.9,81.6,12.6,,29.4,20.1,3.0,4.0,0.0,2.0,2.0,,5.0,5.0,,
731,산후조리업,01_01_04_P,4000000,PHMB120204000018042100001,2020-03-27,,1,영업/정상,13,영업중,,,,,031-378-5949,,,경기도 오산시 원동 763번지 25호,경기도 오산시 대원로 24 (원동),18141,우먼필산후조리원,2022-07-15 10:33:10,U,2022-07-17 02:40:00,,206230.142062534,404929.784903226,31,31,810.65,81.48,17.34,49.7,43.26,0.0,115.6,32.9,3.0,11.0,1.0,2.0,0.0,0.0,7.0,6.0,1.0,
732,산후조리업,01_01_04_P,4641000,PHMB120074640131042100002,2007-02-13,,1,영업/정상,13,영업중,,,,,063-221-1004,,560-801,전북특별자치도 전주시 완산구 효자동2가 1326번지 2호,전북특별자치도 전주시 완산구 쑥고개로 343 (효자동2가),55065,미르피아산후조리원,2024-07-25 16:44:06,U,2024-07-27 02:40:00,,209209.385798437,255916.781228898,15,16,299.85,34.0,15.75,0.0,57.91,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,
733,산후조리업,01_01_04_P,4641000,PHMB120084640131042100001,2008-11-20,,1,영업/정상,13,영업중,,,,,244-4755,,561-826,전북특별자치도 전주시 덕진구 우아동3가 752번지 9호,전북특별자치도 전주시 덕진구 도당산4길 8-18 (우아동3가),54910,정성산후조리원,2020-10-13 14:04:47,I,2024-01-19 01:16:45,,214197.820317898,260866.888732267,13,13,243.3,41.25,22.0,0.0,7.0,0.0,7.0,46.7,2.0,7.0,0.0,0.0,1.0,0.0,124.0,123.0,1.0,
734,산후조리업,01_01_04_P,4641000,PHMB120084640131042100002,2008-08-14,,1,영업/정상,13,영업중,,,,,063-229-8245,,560-282,전북특별자치도 전주시 완산구 평화동2가 890번지 4호 3.4층,"전북특별자치도 전주시 완산구 소대배기로 16 (평화동2가,3.4층)",,세나산후조리원,2024-06-05 14:39:05,U,2024-06-08 02:40:00,,211847.359153056,254117.841190604,14,14,198.0,39.0,17.0,22.0,5.25,2423.0,23.0,13.0,3.0,3.0,0.0,1.0,0.0,0.0,34.0,34.0,0.0,
